goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
606,光り輝く夢(専属),Shining Dream (Exclusive),衣装 / セット,Outfit / Set,,,,,1086,1873,325,8,直近30日間の取引データなし,2026-07-17
607,マシュマロバニー(専属),Bonnie Cotton Candy (Exclusive),衣装 / セット,Outfit / Set,310,2026-07-16,5,396,568,5300,349,23,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
608,トレーディングコラボガチャBOX:チェンソーマン第2弾,Tradable collaboration Lucky Draw: Chainsaw Man Phase 2,お宝 / 宝箱,Treasure / treasure chest,1623,2026-06-29,2,1623,1623,1623,325,242,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
632,トレーディングコラボガチャBOX:転スラ第1弾,Tradable Lucky Draw: That Time I Got Reincarnated as a Slime Phase 1,お宝 / 宝箱,Treasure / treasure chest,1623,2026-06-23,3,1471,1467,1623,325,829,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
633,M4A1:クロノエージェント 先鋒版,M4A1: Epochal Energy Vanguard Edition,銃器,Weapon,,,,,2127,6493,3247,16,直近30日間の取引データなし,2026-07-17
634,M4A1:クロノエージェント 豪華版,M4A1: Epochal Energy Enjoy Edition,銃器,Weapon,2110,2026-06-27,1,2110,2428,11019,4058,51,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
635,M4A1:クロノエージェント 進化版,M4A1: Epochal Energy Advanced Edition,銃器,Weapon,,,,,0,0,4870,0,直近30日間の取引データなし,2026-07-17
636,M4A1:クロノエージェント 旗艦版,M4A1: Epochal Energy Flagship Edition,銃器,Weapon,4545,2026-06-30,1,4545,4545,54897,6493,18,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
637,M4A1:クロノエージェント 豪華版Ⅰ,M4A1: Epochal Energy Deluxe Edition I,銃器,Weapon,,,,,0,0,12986,0,直近30日間の取引データなし,2026-07-17
638,M4A1:クロノエージェント 豪華版Ⅱ,M4A1: Epochal Energy Deluxe Edition II,銃器,Weapon,,,,,9740,17788,19480,12,直近30日間の取引データなし,2026-07-17
639,M4A1:クロノエージェント 豪華版Ⅲ,M4A1: Epochal Energy Deluxe Edition III,銃器,Weapon,,,,,0,0,25973,0,直近30日間の取引データなし,2026-07-17
640,M4A1:クロノエージェント･周年DX I,M4A1: Epochal Energy - Anniversary Platinum I,銃器,Weapon,16233,2026-07-17,44,16388,16233,40583,32466,16,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
641,M4A1:クロノエージェント･周年DX II,M4A1: Epochal Energy - Anniversary Platinum II,銃器,Weapon,38959,2026-07-14,17,38959,38959,86263,77919,25,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
642,M4A1:クロノエージェント･周年DX III,M4A1: Epochal Energy - Anniversary Platinum III,銃器,Weapon,,,,,105515,105515,211030,2,直近30日間の取引データなし,2026-07-17
643,カエルサプライズ･超レア(取引可能),Frog Surprise - Super rare (Tradeable),お宝 / 宝箱,Treasure / treasure chest,162,2026-07-09,2,162,162,10620,325,285,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
646,トレーディングコラボガチャ:にじさんじ,Tradable Lucky Draw: NIJISANJI,お宝 / 宝箱,Treasure / treasure chest,1623,2026-06-27,2,1623,1623,1623,325,340,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
657,AWM:雷槍 先鋒版(専属),AWM: Thunder Gun Vanguard Edition (Exclusive),不明（カテゴリタグなし）,,812,2026-07-17,3,812,838,15905,1623,58,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
658,AWM:雷槍 豪華版(専属),AWM: Thunder Gun Enjoy Edition (Exclusive),不明（カテゴリタグなし）,,1623,2026-07-11,1,1623,1623,3325,3247,11,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
659,AWM:雷槍 旗艦版(専属),AWM: Thunder Gun Flagship Edition (Exclusive),不明（カテゴリタグなし）,,3247,2026-07-14,1,3247,3247,6493,6493,13,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
660,M16A4:信念の戦い 先鋒版(専属),M16A4: Battle of Faith Vanguard Edition (Exclusive),銃器,Weapon,,,,,812,19845,1623,168,直近30日間の取引データなし,2026-07-17
661,M16A4:信念の戦い 豪華版(専属),M16A4: Battle of Faith Enjoy Edition (Exclusive),銃器,Weapon,,,,,1623,19686,3247,33,直近30日間の取引データなし,2026-07-17
662,M16A4:信念の戦い 旗艦版(専属),M16A4: Battle of Faith Flagship Edition (Exclusive),銃器,Weapon,3247,2026-07-12,3,3247,3247,6553,6493,15,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
693,トレーディングコラボガチャBOX:呪術廻戦第1弾,Tradable Lucky Draw: Jujutsu Kaisen Phase 1,お宝 / 宝箱,Treasure / treasure chest,1623,2026-06-18,1,1623,1623,1623,325,323,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
711,M4A1:2号機 先鋒版(専属),M4A1: Unit-02 Vanguard Edition (Exclusive),銃器,Weapon,948,2026-07-14,6,1752,1844,30973,1623,32,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
712,M4A1:2号機 豪華版(専属),M4A1: Unit-02 Enjoy Edition (Exclusive),銃器,Weapon,3896,2026-07-11,6,3092,3105,3896,3937,6,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
713,M4A1:2号機 旗艦版(専属),M4A1: Unit-02 Flagship Edition (Exclusive),銃器,Weapon,3847,2026-07-17,57,3680,3872,16233,6493,52,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
714,89式:零号機 先鋒版(専属),AR-18: Unit-00 Vanguard Edition (Exclusive),銃器,Weapon,287,2026-07-01,3,209,162,5040,325,34,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
715,89式:零号機 豪華版(専属),AR-18: Unit-00 Enjoy Edition (Exclusive),銃器,Weapon,912,2026-06-30,2,908,1185,1185,649,6,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
716,89式:零号機 旗艦版(専属),AR-18: Unit-00 Flagship Edition (Exclusive),銃器,Weapon,740,2026-07-16,8,1430,1456,9977,1407,18,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
741,トレーディングガチャBOX:DEATH NOTE,Tradable Lucky Draw: DEATH NOTE,お宝 / 宝箱,Treasure / treasure chest,1623,2026-06-22,1,1623,1623,5535,325,514,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
742,脱走･殿堂の秘宝(取引可能),Breakout: Golden Treasure (Tradeable),お宝 / 宝箱,Treasure / treasure chest,,,,,221,16233,325,48,直近30日間の取引データなし,2026-07-17
743,森羅万象･第六天魔王車両BOX(取引可能),Panorama: The Sixth Heaven Dark Lord Vehicle Chest (tradable),お宝 / 宝箱,Treasure / treasure chest,,,,,97398,97398,129865,6,直近30日間の取引データなし,2026-07-17
744,殿堂水晶BOX(取引可能),Palace Crystal Treasure Box (Tradable),お宝 / 宝箱,Treasure / treasure chest,,,,,0,0,43829,0,直近30日間の取引データなし,2026-07-17
778,CS LR4:双生の輪廻 先鋒版(専属),CS/LR-4: Light and Night Samsara Vanguard Edition (Exclusive),不明（カテゴリタグなし）,,,,,,2273,2273,2273,1,直近30日間の取引データなし,2026-07-17
779,CS LR4:双生の輪廻 豪華版(専属),CS/LR-4: Light and Night Samsara Enjoy Edition (Exclusive),不明（カテゴリタグなし）,,,,,,2110,3997,4058,4,直近30日間の取引データなし,2026-07-17
780,CS LR4:双生の輪廻 進化版(専属),CS/LR-4: Light and Night Samsara Advanced Edition (Exclusive),不明（カテゴリタグなし）,,,,,,0,0,8117,0,直近30日間の取引データなし,2026-07-17
781,CS LR4:双生の輪廻 旗艦版(専属),CS/LR-4: Light and Night Samsara Flagship Edition (Exclusive),不明（カテゴリタグなし）,,,,,,7305,14579,14610,22,直近30日間の取引データなし,2026-07-17
782,CS LR4:双生の輪廻 豪華版Ⅰ(専属),CS/LR-4: Light and Night Samsara Deluxe Edition I (Exclusive),不明（カテゴリタグなし）,,,,,,11688,11688,23376,1,直近30日間の取引データなし,2026-07-17
783,CS LR4:双生の輪廻 豪華版Ⅱ(専属),CS/LR-4: Light and Night Samsara Deluxe Edition II (Exclusive),不明（カテゴリタグなし）,,,,,,16233,16314,32466,7,直近30日間の取引データなし,2026-07-17
784,CS LR4:双生の輪廻 豪華版Ⅲ(専属),CS/LR-4: Light and Night Samsara Deluxe Edition III (Exclusive),不明（カテゴリタグなし）,,,,,,19480,34016,38959,28,直近30日間の取引データなし,2026-07-17
785,95式:メインボーカル 先鋒版(専属),QBZ-95: Spotlight Vocalist Vanguard Edition (Exclusive),銃器,Weapon,,,,,0,0,3247,0,直近30日間の取引データなし,2026-07-17
786,95式:メインボーカル 豪華版(専属),QBZ-95: Spotlight Vocalist Enjoy Edition (Exclusive),銃器,Weapon,,,,,6493,6493,6493,1,直近30日間の取引データなし,2026-07-17
787,95式:メインボーカル 進化版(専属),QBZ-95: Spotlight Vocalist Progressive Edition (Exclusive),銃器,Weapon,,,,,0,0,12986,0,直近30日間の取引データなし,2026-07-17
788,95式:メインボーカル 旗艦版(専属),QBZ-95: Spotlight Vocalist Flagship Edition (Exclusive),銃器,Weapon,,,,,9740,9740,19480,8,直近30日間の取引データなし,2026-07-17
789,95式:メインボーカル 豪華版Ⅰ(専属),QBZ-95: Spotlight Lead Singer Deluxe Edition I (Exclusive),銃器,Weapon,,,,,0,0,29220,0,直近30日間の取引データなし,2026-07-17
790,95式:メインボーカル 豪華版Ⅱ(専属),QBZ-95: Spotlight Lead Singer Deluxe Edition II (Exclusive),銃器,Weapon,,,,,21915,21915,43829,1,直近30日間の取引データなし,2026-07-17
791,95式:メインボーカル 豪華版Ⅲ(専属),QBZ-95: Spotlight Lead Singer Deluxe Edition III (Exclusive),銃器,Weapon,,,,,29220,29220,58439,23,直近30日間の取引データなし,2026-07-17
792,スチールホイール,Alloy Wheels,チップ / チップ,Chip / Chip,,,,,162,162331,325,368,直近30日間の取引データなし,2026-07-17
793,衝突ドレイン,Blood Frenzy,チップ / チップ,Chip / Chip,,,,,162,162331,325,351,直近30日間の取引データなし,2026-07-17
794,中級防護,Lv. 1 Armor,チップ / チップ,Chip / Chip,,,,,162,105616,325,302,直近30日間の取引データなし,2026-07-17
795,爆発抑制,Explosion Delay,チップ / チップ,Chip / Chip,,,,,0,0,325,0,直近30日間の取引データなし,2026-07-17
796,敏捷なハンドリング,Agile Steering,チップ / チップ,Chip / Chip,162,2026-06-21,1,162,162,29940,325,370,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
797,ハンドルの同期,Steering Sync,チップ / チップ,Chip / Chip,656,2026-06-27,1,656,162,160274,325,516,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
798,究極防振,Ultimate Shock Absorption,チップ / チップ,Chip / Chip,,,,,162,162331,325,482,直近30日間の取引データなし,2026-07-17
799,慣性改善,Inertia Optimization,チップ / チップ,Chip / Chip,,,,,0,0,325,0,直近30日間の取引データなし,2026-07-17
800,ハイスピードターボ,Turbo Speed,チップ / チップ,Chip / Chip,,,,,162,162331,325,413,直近30日間の取引データなし,2026-07-17
801,パワーコア,Power Core,チップ / チップ,Chip / Chip,162,2026-07-03,1,162,162,162168,325,568,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
802,最適なトルク,Best Torque,チップ / チップ,Chip / Chip,,,,,162,162331,325,545,直近30日間の取引データなし,2026-07-17
803,電光石火,Move like the wind.,チップ / チップ,Chip / Chip,,,,,0,0,325,0,直近30日間の取引データなし,2026-07-17
850,【オーロラ】取引可能BOX,"""Azure Sky"" Tradable Gift Box",お宝 / 宝箱,Treasure / treasure chest,531,2026-07-13,2,531,875,16233,612,13,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
856,M16A4:青薔薇の剣 豪華版Ⅲ(専属),M16A4: Blue Rose Sword Gun Deluxe Edition III (Exclusive),銃器,Weapon,19480,2026-06-29,1,19480,21139,21139,38959,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
857,ルフィ Ⅰ(専属),Luffy I (Exclusive),衣装 / セット,Outfit / Set,,,,,4545,6472,6493,3,直近30日間の取引データなし,2026-07-17
858,ルフィ Ⅱ(専属),Luffy II (Exclusive),衣装 / セット,Outfit / Set,,,,,5195,11060,7792,12,直近30日間の取引データなし,2026-07-17
859,ルフィ Ⅲ(専属),Luffy III (Exclusive),衣装 / セット,Outfit / Set,,,,,6493,8100,10389,8,直近30日間の取引データなし,2026-07-17
860,ルフィ Ⅳ(専属),Luffy IV (Exclusive),衣装 / セット,Outfit / Set,,,,,8441,283381,14285,5,直近30日間の取引データなし,2026-07-17
861,ルフィ Ⅴ(専属),Luffy V (Exclusive),衣装 / セット,Outfit / Set,,,,,16040,16464,19480,2,直近30日間の取引データなし,2026-07-17
862,ルフィ:ワノ国討ち入り(専属),Luffy: Wano Country Infiltration (Exclusive),衣装 / セット,Outfit / Set,21783,2026-06-29,2,21281,23397,50077,38959,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
863,81式:ランベントライト 豪華版Ⅰ(専属),Type 81: Lambent Light Deluxe Edition I (Exclusive),銃器,Weapon,,,,,0,0,23376,0,直近30日間の取引データなし,2026-07-17
864,トレーディングコラボガチャBOX:BLEACH Vol.1,Tradable Lucky Draw: BLEACH Vol.1,お宝 / 宝箱,Treasure / treasure chest,,,,,581,1623,325,666,直近30日間の取引データなし,2026-07-17
865,トレーディングコラボガチャBOX:BLEACH Vol.2,Tradable Lucky Draw: BLEACH Vol.2,お宝 / 宝箱,Treasure / treasure chest,242,2026-07-02,3,376,484,1623,325,948,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
866,M16A4:青薔薇の剣 先鋒版(専属),M16A4: Blue Rose Sword Gun Vanguard Edition (Exclusive),銃器,Weapon,,,,,2086,3081,2273,14,直近30日間の取引データなし,2026-07-17
867,M16A4:青薔薇の剣 豪華版(専属),M16A4: Blue Rose Sword Gun Enjoy Edition (Exclusive),銃器,Weapon,,,,,2110,4589,4221,7,直近30日間の取引データなし,2026-07-17
868,M16A4:青薔薇の剣 進化版(専属),M16A4: Blue Rose Sword Gun Advanced Edition (Exclusive),銃器,Weapon,,,,,4058,8117,8117,2,直近30日間の取引データなし,2026-07-17
869,M16A4:青薔薇の剣 旗艦版(専属),M16A4: Blue Rose Sword Gun Flagship Edition (Exclusive),銃器,Weapon,,,,,7305,7305,14610,3,直近30日間の取引データなし,2026-07-17
870,M16A4:青薔薇の剣 豪華版Ⅰ(専属),M16A4: Blue Rose Sword Gun Deluxe Edition I (Exclusive),銃器,Weapon,,,,,0,0,23376,0,直近30日間の取引データなし,2026-07-17
871,M16A4:青薔薇の剣 豪華版Ⅱ(専属),M16A4: Blue Rose Sword Gun Deluxe Edition II (Exclusive),銃器,Weapon,,,,,16233,16233,32466,1,直近30日間の取引データなし,2026-07-17
872,81式:ランベントライト 先鋒版(専属),Type 81: Lambent Light Vanguard Edition (Exclusive),銃器,Weapon,,,,,1136,2803,2273,19,直近30日間の取引データなし,2026-07-17
873,81式:ランベントライト 豪華版(専属),Type 81: Lambent Light Enjoy Edition (Exclusive),銃器,Weapon,,,,,2110,12189,4221,13,直近30日間の取引データなし,2026-07-17
874,ルフィ Ⅵ(専属),Luffy VI (Exclusive),衣装 / セット,Outfit / Set,,,,,15983,21944,25973,3,直近30日間の取引データなし,2026-07-17
875,81式:ランベントライト 進化版(専属),Type 81: Lambent Light Advanced Edition (Exclusive),銃器,Weapon,,,,,4058,7891,8117,2,直近30日間の取引データなし,2026-07-17
876,81式:ランベントライト 旗艦版(専属),Type 81: Lambent Light Flagship Edition (Exclusive),銃器,Weapon,,,,,7305,7305,14610,5,直近30日間の取引データなし,2026-07-17
877,81式:ランベントライト 豪華版Ⅱ(専属),Type 81: Lambent Light Deluxe Edition II (Exclusive),銃器,Weapon,,,,,0,0,32466,0,直近30日間の取引データなし,2026-07-17
878,81式:ランベントライト 豪華版Ⅲ(専属),Type 81: Lambent Light Deluxe Edition III (Exclusive),銃器,Weapon,,,,,19480,19480,38959,1,直近30日間の取引データなし,2026-07-17
883,M4A1:ニキシア 先鋒版(専属),M4A1: Nyxia Vanguard Edition (Exclusive),銃器,Weapon,1305,2026-07-08,2,1302,971,2915,1623,23,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
884,M4A1:ニキシア 豪華版(専属),M4A1: Nyxia Enjoy Edition (Exclusive),銃器,Weapon,1623,2026-07-13,3,1623,1623,4154,3247,25,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
885,M4A1:ニキシア 旗艦版(専属),M4A1: Nyxia Flagship Edition (Exclusive),銃器,Weapon,3247,2026-06-23,3,3247,3247,7388,6493,10,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
886,95式:ガイウス 先鋒版(専属),QBZ-95: Gaius Vanguard Edition (Exclusive),銃器,Weapon,,,,,972,1864,1623,5,直近30日間の取引データなし,2026-07-17
887,95式:ガイウス 豪華版(専属),QBZ-95: Gaius Enjoy Edition (Exclusive),銃器,Weapon,2959,2026-07-07,1,2959,2724,3566,3247,6,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
888,95式:ガイウス 旗艦版(専属),QBZ-95: Gaius Flagship Edition (Exclusive),銃器,Weapon,,,,,3247,3268,6493,3,直近30日間の取引データなし,2026-07-17
889,安全第一,Safety First,チップ / チップ,Chip / Chip,162,2026-07-05,2,162,162,162331,325,262,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
890,腕自慢,Get Busy Hands,チップ / チップ,Chip / Chip,,,,,162,162331,325,796,直近30日間の取引データなし,2026-07-17
891,一輪走行,Unicycle Drive,チップ / チップ,Chip / Chip,162,2026-07-13,2,162,162,162331,325,1122,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
892,M16A4:雲 先鋒版(専属),M16A4: Cloud Vanguard Edition (Exclusive),銃器,Weapon,,,,,812,162331,1623,208,直近30日間の取引データなし,2026-07-17
893,M16A4:雲 豪華版(専属),M16A4: Cloud Enjoy Edition (Exclusive),銃器,Weapon,1623,2026-06-30,1,1623,1623,3287,3247,55,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
894,M16A4:雲 旗艦版(専属),M16A4: Cloud Flagship Edition (Exclusive),銃器,Weapon,3247,2026-07-16,1,3247,3247,7396,6493,34,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
912,脱走S2･殿堂の秘宝(取引可能),Breakout S2: Radiant Golden Treasure (Tradeable),お宝 / 宝箱,Treasure / treasure chest,,,,,292,420,325,60,直近30日間の取引データなし,2026-07-17
913,AK-47:日輪の倚天 先鋒版,AK47: Celestial Sunpiercer Vanguard Edition,銃器,Weapon,3654,2026-06-26,1,3654,4040,4375,3247,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
914,AK-47:日輪の倚天 豪華版,AK47: Celestial Sunpiercer Enjoy Edition,銃器,Weapon,5130,2026-07-14,1,5130,5144,6695,5643,11,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
915,AK-47:日輪の倚天 進化版,AK47: Celestial Sunpiercer Enterprising Edition,銃器,Weapon,,,,,0,0,4870,0,直近30日間の取引データなし,2026-07-17
916,AK-47:日輪の倚天 旗艦版,AK47: Celestial Sunpiercer Flagship Edition,銃器,Weapon,,,,,8928,11316,6493,8,直近30日間の取引データなし,2026-07-17
917,AK-47:日輪の倚天 豪華版Ⅰ,AK47: Celestial Sunpiercer Deluxe Edition I,銃器,Weapon,,,,,0,0,12986,0,直近30日間の取引データなし,2026-07-17
918,AK-47:日輪の倚天 豪華版Ⅱ,AK47: Celestial Sunpiercer Deluxe Edition II,銃器,Weapon,,,,,10753,10753,19480,1,直近30日間の取引データなし,2026-07-17
919,AK-47:日輪の倚天･神兵DX Ⅰ,AK47: Celestial Sunpiercer - Ultimate Divine Weapon I,銃器,Weapon,19082,2026-07-11,10,19334,23208,35700,32466,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
920,AK-47:日輪の倚天･神兵DX Ⅱ,AK47: Celestial Sunpiercer - Ultimate Divine Weapon II,銃器,Weapon,38959,2026-07-16,2,38959,40823,60147,77919,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
921,AWM:ギャラクシーブレイカー･戦艦DX Ⅰ,AWM: Dawn Breaker of the Galaxy - Ultimate Battleship I,不明（カテゴリタグなし）,,20937,2026-07-17,18,19746,20480,32466165,32466,6,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
922,AK-47:日輪の倚天 豪華版Ⅲ,AK47: Celestial Sunpiercer Deluxe Edition III,銃器,Weapon,,,,,0,0,25973,0,直近30日間の取引データなし,2026-07-17
923,S38サプライズ･超レア(取引可能),S38 Surprise - Super Rare (Tradeable),お宝 / 宝箱,Treasure / treasure chest,,,,,649,2524,325,5,直近30日間の取引データなし,2026-07-17
924,「シャルロッテ」取引可能BOX,"""Iridescent Dream"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,3042,2026-07-15,8,2883,2448,16233,3274,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
926,クロノエージェント･スペシャルBOX,Epochal Energy - Gilt Gift Box,お宝 / 宝箱,Treasure / treasure chest,,,,,15941,23934,18181,2,直近30日間の取引データなし,2026-07-17
927,ウラノエージェント･スペシャルBOX,Epochal Shadow - Gilt Gift Box,お宝 / 宝箱,Treasure / treasure chest,9091,2026-06-20,1,9091,9091,9091,18181,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
936,星霊の旅人(専属),Celestial Traveler (Exclusive),不明（カテゴリタグなし）,,,,,,812,9530,1623,76,直近30日間の取引データなし,2026-07-17
937,冬物語:定春(専属),Winter Encounter: Sadaharu (Exclusive),不明（カテゴリタグなし）,,,,,,2427,2427,1623,1,直近30日間の取引データなし,2026-07-17
938,電力循環,Electricity Cycle,チップ / チップ,Chip / Chip,162,2026-06-19,1,162,162,99819,325,131,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
939,ゾロ Ⅰ(専属),Zoro I (Exclusive),衣装 / セット,Outfit / Set,,,,,51725,51725,6493,1,直近30日間の取引データなし,2026-07-17
940,ゾロ Ⅱ(専属),Zoro II (Exclusive),衣装 / セット,Outfit / Set,,,,,6836,7740,7792,2,直近30日間の取引データなし,2026-07-17
941,ゾロ Ⅲ(専属),Zoro III (Exclusive),衣装 / セット,Outfit / Set,6858,2026-07-16,2,6676,8069,194797,10389,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
942,トレーニングコラボガチャBOX:エヴァ第3弾絶版,Tradeable Lucky Draw: EVA No.3 Limited Edition,お宝 / 宝箱,Treasure / treasure chest,1459,2026-07-16,2,1459,1459,1623,1604,1706,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
943,新年のカエルサプライズ･超レア(取引可能),New Year Limited Frog Head Surprise - Super Rare (Tradeable),お宝 / 宝箱,Treasure / treasure chest,,,,,390,534,325,2,直近30日間の取引データなし,2026-07-17
944,S39サプライズ･超レア(取引可能),S39 Surprise - Super Rare (Tradeable),お宝 / 宝箱,Treasure / treasure chest,,,,,299,8117,325,19,直近30日間の取引データなし,2026-07-17
945,専用衣装LvUPチケット(取引可能),Exclusive Outfit Upgrade Voucher (Tradeable),お宝 / 宝箱,Treasure / treasure chest,325,2026-07-17,53,416,325,989,649,304,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
946,M4A1:ハオ 先鋒版(専属),M4A1: Asakura Hao Vanguard Edition (Exclusive),銃器,Weapon,1549,2026-06-27,1,1549,1360,21952,1623,25,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
947,M4A1:ハオ 豪華版(専属),M4A1: Asakura Hao Enjoy Edition (Exclusive),銃器,Weapon,2646,2026-07-16,6,2100,2662,3769,3247,12,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
948,M4A1:ハオ 旗艦版(専属),M4A1: Asakura Hao Flagship Edition (Exclusive),銃器,Weapon,4018,2026-07-05,2,3632,3247,7201,6493,9,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
949,M4A1:ハオ 旗艦版+(専属),M4A1: Asakura Hao Flagship Edition+ (Exclusive),銃器,Weapon,6495,2026-07-16,20,6521,6493,12986,12986,12,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
950,MC-X:麻倉 葉 先鋒版(専属),MC-X: Yoh Asakura Pioneer Edition (Exclusive),銃器,Weapon,,,,,812,10840,1623,59,直近30日間の取引データなし,2026-07-17
951,MC-X:麻倉 葉 豪華版(専属),MC-X: Yoh Asakura Enjoy Edition (Exclusive),銃器,Weapon,1623,2026-07-06,1,1623,1623,1656,3247,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
952,MC-X:麻倉 葉 旗艦版(専属),MC-X: Yoh Asakura Flagship Edition (Exclusive),銃器,Weapon,3248,2026-07-12,1,3248,0,0,6493,0,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
953,MC-X:麻倉 葉 旗艦版+(専属),MC-X: Yoh Asakura Flagship Edition+ (Exclusive),銃器,Weapon,6493,2026-06-21,1,6493,9892,12986,12986,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
954,M4A1:聖銃女王(専属),M4A1: Gunfire Coronation (Exclusive),銃器,Weapon,2646,2026-07-11,6,2340,2760,19965,2911,11,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
955,ゾロ Ⅳ(専属),Zoro IV (Exclusive),衣装 / セット,Outfit / Set,8441,2026-07-05,2,8441,8441,14623,14285,4,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
956,ゾロ Ⅴ(専属),Zoro V (Exclusive),衣装 / セット,Outfit / Set,,,,,0,0,19480,0,直近30日間の取引データなし,2026-07-17
957,ゾロ Ⅵ(専属),Zoro VI (Exclusive),衣装 / セット,Outfit / Set,,,,,25561,25561,25973,1,直近30日間の取引データなし,2026-07-17
958,ゾロ:ワノ国討ち入り(専属),Zoro: Wano Country Infiltration (Exclusive),衣装 / セット,Outfit / Set,34117,2026-07-12,2,27448,21571,22647,38959,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
959,平常心,Calm and Collected,チップ / チップ,Chip / Chip,,,,,162,9962,325,156,直近30日間の取引データなし,2026-07-17
960,回路制御,Circuit Control,チップ / チップ,Chip / Chip,,,,,162,21499,325,173,直近30日間の取引データなし,2026-07-17
961,2人協力,Duo Collaboration,チップ / チップ,Chip / Chip,162,2026-07-03,1,162,162,32573,325,176,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
962,オーバーヒート,Power Overload,チップ / チップ,Chip / Chip,162,2026-07-03,1,162,162,16314,325,189,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
963,孤独な旅,Lonely Journey,チップ / チップ,Chip / Chip,13741,2026-07-16,3,4689,162,162328,15115,277,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
971,X型記念:戦龍(専属),Model X Commemoration: Dragon War (Exclusive),不明（カテゴリタグなし）,,,,,,812,2167,1623,99,直近30日間の取引データなし,2026-07-17
972,サンジ I(専属),Sanji I (Exclusive),衣装 / セット,Outfit / Set,4545,2026-06-28,1,4545,4545,8758,6493,25,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-17
973,サンジ II(専属),Sanji II (Exclusive),衣装 / セット,Outfit / Set,,,,,5195,10157,7792,20,直近30日間の取引データなし,2026-07-17
974,サンジ III(専属),Sanji III (Exclusive),衣装 / セット,Outfit / Set,,,,,6493,8834,10389,3,直近30日間の取引データなし,2026-07-17
