goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
606,光り輝く夢(専属),Shining Dream (Exclusive),衣装 / セット,Outfit / Set,1090,2026-06-17,1,1090,1085,1871,324,8,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
607,マシュマロバニー(専属),Bonnie Cotton Candy (Exclusive),衣装 / セット,Outfit / Set,310,2026-07-16,6,427,582,5294,350,22,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
608,トレーディングコラボガチャBOX:チェンソーマン第2弾,Tradable collaboration Lucky Draw: Chainsaw Man Phase 2,お宝 / 宝箱,Treasure / treasure chest,1622,2026-06-29,2,1622,1622,1622,324,242,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
632,トレーディングコラボガチャBOX:転スラ第1弾,Tradable Lucky Draw: That Time I Got Reincarnated as a Slime Phase 1,お宝 / 宝箱,Treasure / treasure chest,1622,2026-06-23,3,1469,1466,1622,324,829,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
633,M4A1:クロノエージェント 先鋒版,M4A1: Epochal Energy Vanguard Edition,銃器,Weapon,2919,2026-06-16,1,2919,2124,6486,3243,16,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
634,M4A1:クロノエージェント 豪華版,M4A1: Epochal Energy Enjoy Edition,銃器,Weapon,2108,2026-06-27,1,2108,2426,11007,4054,50,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
635,M4A1:クロノエージェント 進化版,M4A1: Epochal Energy Advanced Edition,銃器,Weapon,,,,,0,0,4865,0,直近30日間の取引データなし,2026-07-16
636,M4A1:クロノエージェント 旗艦版,M4A1: Epochal Energy Flagship Edition,銃器,Weapon,4540,2026-06-30,1,4540,4540,54838,6486,18,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
637,M4A1:クロノエージェント 豪華版Ⅰ,M4A1: Epochal Energy Deluxe Edition I,銃器,Weapon,,,,,0,0,12972,0,直近30日間の取引データなし,2026-07-16
638,M4A1:クロノエージェント 豪華版Ⅱ,M4A1: Epochal Energy Deluxe Edition II,銃器,Weapon,,,,,9729,17769,19459,12,直近30日間の取引データなし,2026-07-16
639,M4A1:クロノエージェント 豪華版Ⅲ,M4A1: Epochal Energy Deluxe Edition III,銃器,Weapon,,,,,0,0,25945,0,直近30日間の取引データなし,2026-07-16
640,M4A1:クロノエージェント･周年DX I,M4A1: Epochal Energy - Anniversary Platinum I,銃器,Weapon,16216,2026-07-16,42,16378,16216,40539,32431,17,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
641,M4A1:クロノエージェント･周年DX II,M4A1: Epochal Energy - Anniversary Platinum II,銃器,Weapon,38917,2026-07-14,17,38917,38917,86169,77835,26,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
642,M4A1:クロノエージェント･周年DX III,M4A1: Epochal Energy - Anniversary Platinum III,銃器,Weapon,,,,,105401,105401,210802,1,直近30日間の取引データなし,2026-07-16
643,カエルサプライズ･超レア(取引可能),Frog Surprise - Super rare (Tradeable),お宝 / 宝箱,Treasure / treasure chest,162,2026-07-09,2,162,162,10608,324,270,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
646,トレーディングコラボガチャ:にじさんじ,Tradable Lucky Draw: NIJISANJI,お宝 / 宝箱,Treasure / treasure chest,1622,2026-06-27,2,1622,1622,1622,324,340,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
657,AWM:雷槍 先鋒版(専属),AWM: Thunder Gun Vanguard Edition (Exclusive),不明（カテゴリタグなし）,,811,2026-07-11,2,811,811,15888,1622,59,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
658,AWM:雷槍 豪華版(専属),AWM: Thunder Gun Enjoy Edition (Exclusive),不明（カテゴリタグなし）,,1622,2026-07-11,1,1622,1622,3321,3243,11,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
659,AWM:雷槍 旗艦版(専属),AWM: Thunder Gun Flagship Edition (Exclusive),不明（カテゴリタグなし）,,3243,2026-07-14,1,3243,3243,6486,6486,14,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
660,M16A4:信念の戦い 先鋒版(専属),M16A4: Battle of Faith Vanguard Edition (Exclusive),銃器,Weapon,,,,,811,19824,1622,169,直近30日間の取引データなし,2026-07-16
661,M16A4:信念の戦い 豪華版(専属),M16A4: Battle of Faith Enjoy Edition (Exclusive),銃器,Weapon,,,,,1622,19665,3243,33,直近30日間の取引データなし,2026-07-16
662,M16A4:信念の戦い 旗艦版(専属),M16A4: Battle of Faith Flagship Edition (Exclusive),銃器,Weapon,3243,2026-07-12,3,3243,3243,6546,6486,15,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
693,トレーディングコラボガチャBOX:呪術廻戦第1弾,Tradable Lucky Draw: Jujutsu Kaisen Phase 1,お宝 / 宝箱,Treasure / treasure chest,1622,2026-06-18,1,1622,1622,1622,324,323,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
711,M4A1:2号機 先鋒版(専属),M4A1: Unit-02 Vanguard Edition (Exclusive),銃器,Weapon,947,2026-07-14,7,1641,1947,30939,1622,30,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
712,M4A1:2号機 豪華版(専属),M4A1: Unit-02 Enjoy Edition (Exclusive),銃器,Weapon,3892,2026-07-11,6,3089,3104,3892,3932,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
713,M4A1:2号機 旗艦版(専属),M4A1: Unit-02 Flagship Edition (Exclusive),銃器,Weapon,3733,2026-07-16,56,3662,3777,16216,6486,47,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
714,89式:零号機 先鋒版(専属),AR-18: Unit-00 Vanguard Edition (Exclusive),銃器,Weapon,287,2026-07-01,3,209,162,5035,324,33,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
715,89式:零号機 豪華版(専属),AR-18: Unit-00 Enjoy Edition (Exclusive),銃器,Weapon,911,2026-06-30,2,907,1184,1184,649,6,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
716,89式:零号機 旗艦版(専属),AR-18: Unit-00 Flagship Edition (Exclusive),銃器,Weapon,739,2026-07-16,8,1429,1455,9966,1406,17,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
741,トレーディングガチャBOX:DEATH NOTE,Tradable Lucky Draw: DEATH NOTE,お宝 / 宝箱,Treasure / treasure chest,1622,2026-06-22,1,1622,1622,5530,324,514,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
742,脱走･殿堂の秘宝(取引可能),Breakout: Golden Treasure (Tradeable),お宝 / 宝箱,Treasure / treasure chest,221,2026-06-17,1,221,221,16216,324,48,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
743,森羅万象･第六天魔王車両BOX(取引可能),Panorama: The Sixth Heaven Dark Lord Vehicle Chest (tradable),お宝 / 宝箱,Treasure / treasure chest,,,,,97293,97293,129724,6,直近30日間の取引データなし,2026-07-16
744,殿堂水晶BOX(取引可能),Palace Crystal Treasure Box (Tradable),お宝 / 宝箱,Treasure / treasure chest,,,,,0,0,43782,0,直近30日間の取引データなし,2026-07-16
778,CS LR4:双生の輪廻 先鋒版(専属),CS/LR-4: Light and Night Samsara Vanguard Edition (Exclusive),不明（カテゴリタグなし）,,,,,,2270,2270,2270,1,直近30日間の取引データなし,2026-07-16
779,CS LR4:双生の輪廻 豪華版(専属),CS/LR-4: Light and Night Samsara Enjoy Edition (Exclusive),不明（カテゴリタグなし）,,,,,,2108,3992,4054,4,直近30日間の取引データなし,2026-07-16
780,CS LR4:双生の輪廻 進化版(専属),CS/LR-4: Light and Night Samsara Advanced Edition (Exclusive),不明（カテゴリタグなし）,,,,,,0,0,8108,0,直近30日間の取引データなし,2026-07-16
781,CS LR4:双生の輪廻 旗艦版(専属),CS/LR-4: Light and Night Samsara Flagship Edition (Exclusive),不明（カテゴリタグなし）,,,,,,7297,14563,14594,22,直近30日間の取引データなし,2026-07-16
782,CS LR4:双生の輪廻 豪華版Ⅰ(専属),CS/LR-4: Light and Night Samsara Deluxe Edition I (Exclusive),不明（カテゴリタグなし）,,,,,,11675,11675,23350,1,直近30日間の取引データなし,2026-07-16
783,CS LR4:双生の輪廻 豪華版Ⅱ(専属),CS/LR-4: Light and Night Samsara Deluxe Edition II (Exclusive),不明（カテゴリタグなし）,,,,,,16216,16297,32431,6,直近30日間の取引データなし,2026-07-16
784,CS LR4:双生の輪廻 豪華版Ⅲ(専属),CS/LR-4: Light and Night Samsara Deluxe Edition III (Exclusive),不明（カテゴリタグなし）,,,,,,19459,19621,38917,27,直近30日間の取引データなし,2026-07-16
785,95式:メインボーカル 先鋒版(専属),QBZ-95: Spotlight Vocalist Vanguard Edition (Exclusive),銃器,Weapon,,,,,0,0,3243,0,直近30日間の取引データなし,2026-07-16
786,95式:メインボーカル 豪華版(専属),QBZ-95: Spotlight Vocalist Enjoy Edition (Exclusive),銃器,Weapon,,,,,6486,6486,6486,1,直近30日間の取引データなし,2026-07-16
787,95式:メインボーカル 進化版(専属),QBZ-95: Spotlight Vocalist Progressive Edition (Exclusive),銃器,Weapon,,,,,0,0,12972,0,直近30日間の取引データなし,2026-07-16
788,95式:メインボーカル 旗艦版(専属),QBZ-95: Spotlight Vocalist Flagship Edition (Exclusive),銃器,Weapon,,,,,9729,9729,19459,8,直近30日間の取引データなし,2026-07-16
789,95式:メインボーカル 豪華版Ⅰ(専属),QBZ-95: Spotlight Lead Singer Deluxe Edition I (Exclusive),銃器,Weapon,,,,,0,0,29188,0,直近30日間の取引データなし,2026-07-16
790,95式:メインボーカル 豪華版Ⅱ(専属),QBZ-95: Spotlight Lead Singer Deluxe Edition II (Exclusive),銃器,Weapon,,,,,21891,21891,43782,1,直近30日間の取引データなし,2026-07-16
791,95式:メインボーカル 豪華版Ⅲ(専属),QBZ-95: Spotlight Lead Singer Deluxe Edition III (Exclusive),銃器,Weapon,,,,,29188,29188,58376,22,直近30日間の取引データなし,2026-07-16
792,スチールホイール,Alloy Wheels,チップ / チップ,Chip / Chip,,,,,162,162156,324,367,直近30日間の取引データなし,2026-07-16
793,衝突ドレイン,Blood Frenzy,チップ / チップ,Chip / Chip,,,,,162,162156,324,350,直近30日間の取引データなし,2026-07-16
794,中級防護,Lv. 1 Armor,チップ / チップ,Chip / Chip,,,,,162,105502,324,302,直近30日間の取引データなし,2026-07-16
795,爆発抑制,Explosion Delay,チップ / チップ,Chip / Chip,,,,,0,0,324,0,直近30日間の取引データなし,2026-07-16
796,敏捷なハンドリング,Agile Steering,チップ / チップ,Chip / Chip,162,2026-06-21,1,162,162,29908,324,370,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
797,ハンドルの同期,Steering Sync,チップ / チップ,Chip / Chip,655,2026-06-27,1,655,162,160101,324,516,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
798,究極防振,Ultimate Shock Absorption,チップ / チップ,Chip / Chip,,,,,162,162156,324,482,直近30日間の取引データなし,2026-07-16
799,慣性改善,Inertia Optimization,チップ / チップ,Chip / Chip,,,,,0,0,324,0,直近30日間の取引データなし,2026-07-16
800,ハイスピードターボ,Turbo Speed,チップ / チップ,Chip / Chip,,,,,162,162156,324,412,直近30日間の取引データなし,2026-07-16
801,パワーコア,Power Core,チップ / チップ,Chip / Chip,162,2026-07-03,1,162,162,161993,324,568,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
802,最適なトルク,Best Torque,チップ / チップ,Chip / Chip,,,,,162,162156,324,543,直近30日間の取引データなし,2026-07-16
803,電光石火,Move like the wind.,チップ / チップ,Chip / Chip,,,,,0,0,324,0,直近30日間の取引データなし,2026-07-16
850,【オーロラ】取引可能BOX,"""Azure Sky"" Tradable Gift Box",お宝 / 宝箱,Treasure / treasure chest,530,2026-07-13,2,530,874,16216,582,13,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
856,M16A4:青薔薇の剣 豪華版Ⅲ(専属),M16A4: Blue Rose Sword Gun Deluxe Edition III (Exclusive),銃器,Weapon,19459,2026-06-29,1,19459,21116,21116,38917,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
857,ルフィ Ⅰ(専属),Luffy I (Exclusive),衣装 / セット,Outfit / Set,,,,,4540,6465,6486,3,直近30日間の取引データなし,2026-07-16
858,ルフィ Ⅱ(専属),Luffy II (Exclusive),衣装 / セット,Outfit / Set,,,,,5189,11048,7783,12,直近30日間の取引データなし,2026-07-16
859,ルフィ Ⅲ(専属),Luffy III (Exclusive),衣装 / セット,Outfit / Set,,,,,6486,8092,10378,8,直近30日間の取引データなし,2026-07-16
860,ルフィ Ⅳ(専属),Luffy IV (Exclusive),衣装 / セット,Outfit / Set,,,,,8432,283075,14270,5,直近30日間の取引データなし,2026-07-16
861,ルフィ Ⅴ(専属),Luffy V (Exclusive),衣装 / セット,Outfit / Set,,,,,16023,16446,19459,2,直近30日間の取引データなし,2026-07-16
862,ルフィ:ワノ国討ち入り(専属),Luffy: Wano Country Infiltration (Exclusive),衣装 / セット,Outfit / Set,21760,2026-06-29,2,21258,23371,50023,38917,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
863,81式:ランベントライト 豪華版Ⅰ(専属),Type 81: Lambent Light Deluxe Edition I (Exclusive),銃器,Weapon,,,,,0,0,23350,0,直近30日間の取引データなし,2026-07-16
864,トレーディングコラボガチャBOX:BLEACH Vol.1,Tradable Lucky Draw: BLEACH Vol.1,お宝 / 宝箱,Treasure / treasure chest,,,,,581,1622,324,666,直近30日間の取引データなし,2026-07-16
865,トレーディングコラボガチャBOX:BLEACH Vol.2,Tradable Lucky Draw: BLEACH Vol.2,お宝 / 宝箱,Treasure / treasure chest,242,2026-07-02,3,376,582,1622,324,948,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
866,M16A4:青薔薇の剣 先鋒版(専属),M16A4: Blue Rose Sword Gun Vanguard Edition (Exclusive),銃器,Weapon,,,,,2084,3078,2270,14,直近30日間の取引データなし,2026-07-16
867,M16A4:青薔薇の剣 豪華版(専属),M16A4: Blue Rose Sword Gun Enjoy Edition (Exclusive),銃器,Weapon,,,,,2108,4584,4216,7,直近30日間の取引データなし,2026-07-16
868,M16A4:青薔薇の剣 進化版(専属),M16A4: Blue Rose Sword Gun Advanced Edition (Exclusive),銃器,Weapon,,,,,4054,8108,8108,2,直近30日間の取引データなし,2026-07-16
869,M16A4:青薔薇の剣 旗艦版(専属),M16A4: Blue Rose Sword Gun Flagship Edition (Exclusive),銃器,Weapon,,,,,7297,7297,14594,3,直近30日間の取引データなし,2026-07-16
870,M16A4:青薔薇の剣 豪華版Ⅰ(専属),M16A4: Blue Rose Sword Gun Deluxe Edition I (Exclusive),銃器,Weapon,,,,,0,0,23350,0,直近30日間の取引データなし,2026-07-16
871,M16A4:青薔薇の剣 豪華版Ⅱ(専属),M16A4: Blue Rose Sword Gun Deluxe Edition II (Exclusive),銃器,Weapon,,,,,16216,16216,32431,1,直近30日間の取引データなし,2026-07-16
872,81式:ランベントライト 先鋒版(専属),Type 81: Lambent Light Vanguard Edition (Exclusive),銃器,Weapon,,,,,1135,2800,2270,19,直近30日間の取引データなし,2026-07-16
873,81式:ランベントライト 豪華版(専属),Type 81: Lambent Light Enjoy Edition (Exclusive),銃器,Weapon,,,,,2108,12176,4216,13,直近30日間の取引データなし,2026-07-16
874,ルフィ Ⅵ(専属),Luffy VI (Exclusive),衣装 / セット,Outfit / Set,,,,,15966,21920,25945,3,直近30日間の取引データなし,2026-07-16
875,81式:ランベントライト 進化版(専属),Type 81: Lambent Light Advanced Edition (Exclusive),銃器,Weapon,,,,,4054,7882,8108,2,直近30日間の取引データなし,2026-07-16
876,81式:ランベントライト 旗艦版(専属),Type 81: Lambent Light Flagship Edition (Exclusive),銃器,Weapon,,,,,7297,7297,14594,5,直近30日間の取引データなし,2026-07-16
877,81式:ランベントライト 豪華版Ⅱ(専属),Type 81: Lambent Light Deluxe Edition II (Exclusive),銃器,Weapon,,,,,0,0,32431,0,直近30日間の取引データなし,2026-07-16
878,81式:ランベントライト 豪華版Ⅲ(専属),Type 81: Lambent Light Deluxe Edition III (Exclusive),銃器,Weapon,,,,,19459,19459,38917,1,直近30日間の取引データなし,2026-07-16
883,M4A1:ニキシア 先鋒版(専属),M4A1: Nyxia Vanguard Edition (Exclusive),銃器,Weapon,1304,2026-07-08,2,1300,970,2912,1622,23,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
884,M4A1:ニキシア 豪華版(専属),M4A1: Nyxia Enjoy Edition (Exclusive),銃器,Weapon,1622,2026-07-13,3,1622,1622,4150,3243,25,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
885,M4A1:ニキシア 旗艦版(専属),M4A1: Nyxia Flagship Edition (Exclusive),銃器,Weapon,3243,2026-06-23,3,3243,3243,7380,6486,10,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
886,95式:ガイウス 先鋒版(専属),QBZ-95: Gaius Vanguard Edition (Exclusive),銃器,Weapon,,,,,971,1862,1622,5,直近30日間の取引データなし,2026-07-16
887,95式:ガイウス 豪華版(専属),QBZ-95: Gaius Enjoy Edition (Exclusive),銃器,Weapon,2956,2026-07-07,1,2956,1622,3563,3243,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
888,95式:ガイウス 旗艦版(専属),QBZ-95: Gaius Flagship Edition (Exclusive),銃器,Weapon,,,,,3243,3264,6486,3,直近30日間の取引データなし,2026-07-16
889,安全第一,Safety First,チップ / チップ,Chip / Chip,162,2026-07-05,2,162,162,162156,324,262,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
890,腕自慢,Get Busy Hands,チップ / チップ,Chip / Chip,,,,,162,162156,324,794,直近30日間の取引データなし,2026-07-16
891,一輪走行,Unicycle Drive,チップ / チップ,Chip / Chip,162,2026-07-13,2,162,162,162156,324,1121,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
892,M16A4:雲 先鋒版(専属),M16A4: Cloud Vanguard Edition (Exclusive),銃器,Weapon,,,,,811,162156,1622,207,直近30日間の取引データなし,2026-07-16
893,M16A4:雲 豪華版(専属),M16A4: Cloud Enjoy Edition (Exclusive),銃器,Weapon,1622,2026-06-30,1,1622,1622,3284,3243,55,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
894,M16A4:雲 旗艦版(専属),M16A4: Cloud Flagship Edition (Exclusive),銃器,Weapon,,,,,3243,7388,6486,35,直近30日間の取引データなし,2026-07-16
912,脱走S2･殿堂の秘宝(取引可能),Breakout S2: Radiant Golden Treasure (Tradeable),お宝 / 宝箱,Treasure / treasure chest,,,,,292,420,324,60,直近30日間の取引データなし,2026-07-16
913,AK-47:日輪の倚天 先鋒版,AK47: Celestial Sunpiercer Vanguard Edition,銃器,Weapon,3650,2026-06-26,1,3650,4036,4370,3243,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
914,AK-47:日輪の倚天 豪華版,AK47: Celestial Sunpiercer Enjoy Edition,銃器,Weapon,5124,2026-07-14,1,5124,5139,6687,5637,11,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
915,AK-47:日輪の倚天 進化版,AK47: Celestial Sunpiercer Enterprising Edition,銃器,Weapon,,,,,0,0,4865,0,直近30日間の取引データなし,2026-07-16
916,AK-47:日輪の倚天 旗艦版,AK47: Celestial Sunpiercer Flagship Edition,銃器,Weapon,,,,,8919,11304,6486,8,直近30日間の取引データなし,2026-07-16
917,AK-47:日輪の倚天 豪華版Ⅰ,AK47: Celestial Sunpiercer Deluxe Edition I,銃器,Weapon,,,,,0,0,12972,0,直近30日間の取引データなし,2026-07-16
918,AK-47:日輪の倚天 豪華版Ⅱ,AK47: Celestial Sunpiercer Deluxe Edition II,銃器,Weapon,,,,,10741,10741,19459,1,直近30日間の取引データなし,2026-07-16
919,AK-47:日輪の倚天･神兵DX Ⅰ,AK47: Celestial Sunpiercer - Ultimate Divine Weapon I,銃器,Weapon,19061,2026-07-11,10,19313,0,0,32431,0,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
920,AK-47:日輪の倚天･神兵DX Ⅱ,AK47: Celestial Sunpiercer - Ultimate Divine Weapon II,銃器,Weapon,38917,2026-07-16,2,38917,40779,60082,77835,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
921,AWM:ギャラクシーブレイカー･戦艦DX Ⅰ,AWM: Dawn Breaker of the Galaxy - Ultimate Battleship I,不明（カテゴリタグなし）,,17454,2026-07-16,17,19668,20458,32431103,32431,6,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
922,AK-47:日輪の倚天 豪華版Ⅲ,AK47: Celestial Sunpiercer Deluxe Edition III,銃器,Weapon,,,,,0,0,25945,0,直近30日間の取引データなし,2026-07-16
923,S38サプライズ･超レア(取引可能),S38 Surprise - Super Rare (Tradeable),お宝 / 宝箱,Treasure / treasure chest,,,,,649,2522,324,5,直近30日間の取引データなし,2026-07-16
924,「シャルロッテ」取引可能BOX,"""Iridescent Dream"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,3039,2026-07-15,8,2880,2648,16216,3271,6,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
926,クロノエージェント･スペシャルBOX,Epochal Energy - Gilt Gift Box,お宝 / 宝箱,Treasure / treasure chest,,,,,15924,23908,18161,2,直近30日間の取引データなし,2026-07-16
927,ウラノエージェント･スペシャルBOX,Epochal Shadow - Gilt Gift Box,お宝 / 宝箱,Treasure / treasure chest,9081,2026-06-20,1,9081,9081,9081,18161,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
936,星霊の旅人(専属),Celestial Traveler (Exclusive),不明（カテゴリタグなし）,,,,,,811,9520,1622,76,直近30日間の取引データなし,2026-07-16
937,冬物語:定春(専属),Winter Encounter: Sadaharu (Exclusive),不明（カテゴリタグなし）,,,,,,2424,2424,1622,1,直近30日間の取引データなし,2026-07-16
938,電力循環,Electricity Cycle,チップ / チップ,Chip / Chip,162,2026-06-19,1,162,162,99711,324,131,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
939,ゾロ Ⅰ(専属),Zoro I (Exclusive),衣装 / セット,Outfit / Set,,,,,51669,51669,6486,1,直近30日間の取引データなし,2026-07-16
940,ゾロ Ⅱ(専属),Zoro II (Exclusive),衣装 / セット,Outfit / Set,,,,,6828,7732,7783,2,直近30日間の取引データなし,2026-07-16
941,ゾロ Ⅲ(専属),Zoro III (Exclusive),衣装 / セット,Outfit / Set,6486,2026-06-22,1,6486,6851,194587,10378,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
942,トレーニングコラボガチャBOX:エヴァ第3弾絶版,Tradeable Lucky Draw: EVA No.3 Limited Edition,お宝 / 宝箱,Treasure / treasure chest,1458,2026-06-27,1,1458,1458,1622,324,1707,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
943,新年のカエルサプライズ･超レア(取引可能),New Year Limited Frog Head Surprise - Super Rare (Tradeable),お宝 / 宝箱,Treasure / treasure chest,,,,,389,533,324,2,直近30日間の取引データなし,2026-07-16
944,S39サプライズ･超レア(取引可能),S39 Surprise - Super Rare (Tradeable),お宝 / 宝箱,Treasure / treasure chest,,,,,298,8108,324,19,直近30日間の取引データなし,2026-07-16
945,専用衣装LvUPチケット(取引可能),Exclusive Outfit Upgrade Voucher (Tradeable),お宝 / 宝箱,Treasure / treasure chest,324,2026-07-16,54,414,324,988,649,266,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
946,M4A1:ハオ 先鋒版(専属),M4A1: Asakura Hao Vanguard Edition (Exclusive),銃器,Weapon,1547,2026-06-27,3,1418,1359,21928,1622,25,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
947,M4A1:ハオ 豪華版(専属),M4A1: Asakura Hao Enjoy Edition (Exclusive),銃器,Weapon,2726,2026-07-11,7,1953,2643,3765,3243,13,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
948,M4A1:ハオ 旗艦版(専属),M4A1: Asakura Hao Flagship Edition (Exclusive),銃器,Weapon,4013,2026-07-05,2,3628,3243,7193,6486,8,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
949,M4A1:ハオ 旗艦版+(専属),M4A1: Asakura Hao Flagship Edition+ (Exclusive),銃器,Weapon,6488,2026-07-16,20,6514,6486,12972,12972,11,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
950,MC-X:麻倉 葉 先鋒版(専属),MC-X: Yoh Asakura Pioneer Edition (Exclusive),銃器,Weapon,,,,,811,10829,1622,59,直近30日間の取引データなし,2026-07-16
951,MC-X:麻倉 葉 豪華版(専属),MC-X: Yoh Asakura Enjoy Edition (Exclusive),銃器,Weapon,1622,2026-07-06,1,1622,1622,1654,3243,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
952,MC-X:麻倉 葉 旗艦版(専属),MC-X: Yoh Asakura Flagship Edition (Exclusive),銃器,Weapon,3245,2026-07-12,1,3245,0,0,6486,0,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
953,MC-X:麻倉 葉 旗艦版+(専属),MC-X: Yoh Asakura Flagship Edition+ (Exclusive),銃器,Weapon,6486,2026-06-21,1,6486,9882,9882,12972,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
954,M4A1:聖銃女王(専属),M4A1: Gunfire Coronation (Exclusive),銃器,Weapon,2643,2026-07-11,6,2338,2757,19944,2907,11,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
955,ゾロ Ⅳ(専属),Zoro IV (Exclusive),衣装 / セット,Outfit / Set,8432,2026-07-05,2,8432,8432,14607,14270,4,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
956,ゾロ Ⅴ(専属),Zoro V (Exclusive),衣装 / セット,Outfit / Set,,,,,0,0,19459,0,直近30日間の取引データなし,2026-07-16
957,ゾロ Ⅵ(専属),Zoro VI (Exclusive),衣装 / セット,Outfit / Set,,,,,25533,25533,25945,1,直近30日間の取引データなし,2026-07-16
958,ゾロ:ワノ国討ち入り(専属),Zoro: Wano Country Infiltration (Exclusive),衣装 / セット,Outfit / Set,34080,2026-07-12,2,27418,41747,41747,38917,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
959,平常心,Calm and Collected,チップ / チップ,Chip / Chip,,,,,162,9951,324,156,直近30日間の取引データなし,2026-07-16
960,回路制御,Circuit Control,チップ / チップ,Chip / Chip,,,,,162,21476,324,172,直近30日間の取引データなし,2026-07-16
961,2人協力,Duo Collaboration,チップ / チップ,Chip / Chip,162,2026-07-03,1,162,162,32538,324,173,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
962,オーバーヒート,Power Overload,チップ / チップ,Chip / Chip,162,2026-07-03,1,162,162,16297,324,187,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
963,孤独な旅,Lonely Journey,チップ / チップ,Chip / Chip,13726,2026-07-16,3,4684,162,162152,15098,275,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
971,X型記念:戦龍(専属),Model X Commemoration: Dragon War (Exclusive),不明（カテゴリタグなし）,,,,,,811,2165,1622,98,直近30日間の取引データなし,2026-07-16
972,サンジ I(専属),Sanji I (Exclusive),衣装 / セット,Outfit / Set,4540,2026-06-28,1,4540,4540,8748,6486,25,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
973,サンジ II(専属),Sanji II (Exclusive),衣装 / セット,Outfit / Set,,,,,5189,10146,7783,20,直近30日間の取引データなし,2026-07-16
